caseid,educ,age,religion,region,wealthCat,wealthDec,urban,,,,,,,
30131  5,10,25,Evangelical / Protestant,Atlantida,Richer,53902,1,,,,,,,
30141  2,6,29,Evangelical / Protestant,Atlantida,Richer,85768,1,,,,,,,
30181  2,12,26,Evangelical / Protestant,Atlantida,Richer,101371,1,,,,,,,
30191  1,4,47,Evangelical / Protestant,Atlantida,Richer,93750,1,,,,,,,
31 11  2,0,38,Evangelical / Protestant,Atlantida,Richer,83298,1,,,,,,,
31 21  1,6,38,Catholic,Atlantida,Richest,181768,1,,,,,,,
31 31  1,14,28,Evangelical / Protestant,Atlantida,Richer,112934,1,,,,,,,
31 31  4,10,47,Catholic,Atlantida,Richer,112934,1,,,,,,,
31 41  1,12,44,Evangelical / Protestant,Atlantida,Middle,37604,1,,,,,,,
31 51  2,14,29,Other,Atlantida,Richest,138692,1,,,,,,,
31 61  2,12,43,Catholic,Atlantida,Richest,161981,1,,,,,,,
31101  1,12,34,No religion,Atlantida,Richer,104858,1,,,,,,,
31131  2,12,33,No religion,Atlantida,Middle,37775,1,,,,,,,
31151  1,6,46,Evangelical / Protestant,Atlantida,Richer,109957,1,,,,,,,
31151  4,12,27,Evangelical / Protestant,Atlantida,Richer,109957,1,,,,,,,
31171  2,6,36,Evangelical / Protestant,Atlantida,Richest,139517,1,,,,,,,
31181  2,0,46,No religion,Atlantida,Middle,39688,1,,,,,,,
32 11  4,7,43,Evangelical / Protestant,Atlantida,Richer,106911,1,,,,,,,
32 21  1,6,36,Evangelical / Protestant,Atlantida,Richer,100797,1,,,,,,,
32 21  3,6,33,Evangelical / Protestant,Atlantida,Richer,100797,1,,,,,,,
32 31  2,6,25,Evangelical / Protestant,Atlantida,Richest,122992,1,,,,,,,
32 31  4,6,35,Evangelical / Protestant,Atlantida,Richest,122992,1,,,,,,,
32 41  3,15,21,Catholic,Atlantida,Richer,72125,1,,,,,,,
32 61  2,3,25,Catholic,Atlantida,Richer,90356,1,,,,,,,
32 91  2,6,22,Catholic,Atlantida,Richer,97526,1,,,,,,,
32131  2,12,33,Evangelical / Protestant,Atlantida,Richer,108347,1,,,,,,,
32151  5,12,21,No religion,Atlantida,Richest,192881,1,,,,,,,
32201  3,11,26,No religion,Atlantida,Richer,102311,1,,,,,,,
32201  7,6,24,No religion,Atlantida,Richer,102311,1,,,,,,,
33 11  2,13,32,Catholic,Atlantida,Richest,152430,1,,,,,,,
33 11  5,8,17,Evangelical / Protestant,Atlantida,Richest,152430,1,,,,,,,
33 31  2,9,24,Catholic,Atlantida,Richest,141143,1,,,,,,,
33 51  5,4,42,Evangelical / Protestant,Atlantida,Richest,134584,1,,,,,,,
33 61  2,6,29,Evangelical / Protestant,Atlantida,Middle,10042,1,,,,,,,
33 61  5,8,18,Evangelical / Protestant,Atlantida,Middle,10042,1,,,,,,,
33 71  2,6,32,Evangelical / Protestant,Atlantida,Richest,136263,1,,,,,,,
33 81  1,6,37,Catholic,Atlantida,Richer,97888,1,,,,,,,
33 91  2,12,39,Catholic,Atlantida,Richer,80022,1,,,,,,,
33101  1,6,38,Evangelical / Protestant,Atlantida,Richer,96363,1,,,,,,,
33111  4,1,25,Catholic,Atlantida,Richer,53927,1,,,,,,,
33131  1,11,49,Evangelical / Protestant,Atlantida,Richest,150506,1,,,,,,,
33151  1,6,36,Evangelical / Protestant,Atlantida,Middle,40328,1,,,,,,,
33161  2,5,32,Evangelical / Protestant,Atlantida,Richer,65469,1,,,,,,,
33181  1,6,28,Evangelical / Protestant,Atlantida,Middle,6070,1,,,,,,,
33191  2,0,48,Evangelical / Protestant,Atlantida,Poorest,-125849,1,,,,,,,
33201  2,0,47,Evangelical / Protestant,Atlantida,Poorer,-48984,1,,,,,,,
34 21  1,6,38,Evangelical / Protestant,Atlantida,Richer,50029,1,,,,,,,
34 51  2,10,38,No religion,Atlantida,Richest,123410,1,,,,,,,
34 61  1,6,24,Catholic,Atlantida,Richest,125329,1,,,,,,,
34 61  3,6,22,No religion,Atlantida,Richest,125329,1,,,,,,,
34 71  3,12,26,Evangelical / Protestant,Atlantida,Richest,127189,1,,,,,,,
34 91  1,11,47,Catholic,Atlantida,Richer,95364,1,,,,,,,
34131  1,9,48,Catholic,Atlantida,Richest,145416,1,,,,,,,
34161  2,6,24,Evangelical / Protestant,Atlantida,Middle,40424,1,,,,,,,
35 21  2,9,21,Catholic,Atlantida,Richest,139015,1,,,,,,,
35 31  2,6,30,Catholic,Atlantida,Richer,109521,1,,,,,,,
35 51  2,9,41,Evangelical / Protestant,Atlantida,Richest,144514,1,,,,,,,
35 71  2,14,25,Evangelical / Protestant,Atlantida,Richest,128568,1,,,,,,,
35 82  2,6,17,Evangelical / Protestant,Atlantida,Poorer,-46875,1,,,,,,,
35 83  1,6,32,Evangelical / Protestant,Atlantida,Middle,38535,1,,,,,,,
35 83  4,6,25,Evangelical / Protestant,Atlantida,Middle,38535,1,,,,,,,
35 91  2,5,32,Evangelical / Protestant,Atlantida,Middle,-8118,1,,,,,,,
35121  2,12,34,Evangelical / Protestant,Atlantida,Richest,128248,1,,,,,,,
35151  3,7,23,Catholic,Atlantida,Richer,91131,1,,,,,,,
35151  9,8,17,Catholic,Atlantida,Richer,91131,1,,,,,,,
35161  1,3,42,Catholic,Atlantida,Richer,109138,1,,,,,,,
35161  4,6,19,Evangelical / Protestant,Atlantida,Richer,109138,1,,,,,,,
35171  2,5,38,Catholic,Atlantida,Richer,117602,1,,,,,,,
35171  4,7,16,Catholic,Atlantida,Richer,117602,1,,,,,,,
35181  2,6,49,Evangelical / Protestant,Atlantida,Middle,394,1,,,,,,,
35191  1,6,43,Evangelical / Protestant,Atlantida,Middle,37592,1,,,,,,,
35191  3,12,30,Evangelical / Protestant,Atlantida,Middle,37592,1,,,,,,,
35201  1,15,44,Evangelical / Protestant,Atlantida,Richest,151870,1,,,,,,,
36 41  2,6,24,Evangelical / Protestant,Atlantida,Middle,-29050,1,,,,,,,
36 51  1,2,42,Catholic,Atlantida,Richer,68779,1,,,,,,,
36 61  1,0,47,Catholic,Atlantida,Middle,-2830,1,,,,,,,
36 71  2,5,23,Evangelical / Protestant,Atlantida,Poorer,-77622,1,,,,,,,
36 81  2,1,18,No religion,Atlantida,Poorer,-40716,1,,,,,,,
36 91  2,1,27,Evangelical / Protestant,Atlantida,Poorer,-70962,1,,,,,,,
36 91  6,6,16,Evangelical / Protestant,Atlantida,Poorer,-70962,1,,,,,,,
36101  2,3,36,Evangelical / Protestant,Atlantida,Poorer,-47529,1,,,,,,,
36111  1,6,38,Evangelical / Protestant,Atlantida,Middle,20107,1,,,,,,,
36111  3,12,20,Evangelical / Protestant,Atlantida,Middle,20107,1,,,,,,,
36121  1,5,29,Evangelical / Protestant,Atlantida,Middle,44507,1,,,,,,,
36131  2,6,33,Catholic,Atlantida,Richer,64303,1,,,,,,,
36141  1,2,45,Catholic,Atlantida,Poorer,-39431,1,,,,,,,
36151  2,9,23,Catholic,Atlantida,Richer,52865,1,,,,,,,
36161  2,6,30,No religion,Atlantida,Richest,160585,1,,,,,,,
36171  2,6,26,Evangelical / Protestant,Atlantida,Richer,107042,1,,,,,,,
36191  2,2,47,Evangelical / Protestant,Atlantida,Middle,-845,1,,,,,,,
36201  1,6,32,Evangelical / Protestant,Atlantida,Richer,88452,1,,,,,,,
37 11  1,6,40,Catholic,Atlantida,Poorer,-33626,1,,,,,,,
37 21  1,6,43,Catholic,Atlantida,Middle,19096,1,,,,,,,
37 21  3,10,23,Catholic,Atlantida,Middle,19096,1,,,,,,,
37 31  2,7,20,Evangelical / Protestant,Atlantida,Richest,129534,1,,,,,,,
37 41  1,5,49,Catholic,Atlantida,Middle,-5764,1,,,,,,,
37 61  2,4,22,No religion,Atlantida,Middle,13853,1,,,,,,,
37 71  1,6,33,Catholic,Atlantida,Middle,17878,1,,,,,,,
37 81  2,6,30,Evangelical / Protestant,Atlantida,Middle,44501,1,,,,,,,
37 91  1,9,32,Evangelical / Protestant,Atlantida,Richer,53195,1,,,,,,,
37121  1,6,41,Evangelical / Protestant,Atlantida,Richest,141533,1,,,,,,,
37131  2,6,38,Evangelical / Protestant,Atlantida,Middle,39674,1,,,,,,,
37141  1,6,38,Catholic,Atlantida,Richer,56119,1,,,,,,,
37161  1,5,20,Catholic,Atlantida,Poorest,-92770,1,,,,,,,
37191  3,6,18,Evangelical / Protestant,Atlantida,Middle,3401,1,,,,,,,
38 11  2,3,32,Evangelical / Protestant,Atlantida,Poorer,-30941,0,,,,,,,
38 31  5,0,21,No religion,Atlantida,Poorest,-111532,0,,,,,,,
38 31  7,5,37,Catholic,Atlantida,Poorest,-111532,0,,,,,,,
38 71  2,5,46,Evangelical / Protestant,Atlantida,Poorest,-114449,0,,,,,,,
38 81  2,5,18,Evangelical / Protestant,Atlantida,Poorer,-76084,0,,,,,,,
38 91  3,2,25,Evangelical / Protestant,Atlantida,Poorer,-75260,0,,,,,,,
38 91  7,1,23,Evangelical / Protestant,Atlantida,Poorer,-75260,0,,,,,,,
38131  2,0,37,Catholic,Atlantida,Poorest,-113458,0,,,,,,,
38151  1,3,39,Catholic,Atlantida,Poorer,-54264,0,,,,,,,
38151  6,9,19,Catholic,Atlantida,Poorer,-54264,0,,,,,,,
38161  4,6,24,Evangelical / Protestant,Atlantida,Poorer,-39304,0,,,,,,,
38171  2,2,41,Catholic,Atlantida,Poorest,-99393,0,,,,,,,
38191  2,0,29,Evangelical / Protestant,Atlantida,Poorest,-151848,0,,,,,,,
39 21  2,6,36,Evangelical / Protestant,Atlantida,Poorer,-55214,0,,,,,,,
39 31  2,0,47,Evangelical / Protestant,Atlantida,Poorer,-72167,0,,,,,,,
39 41  2,2,44,Evangelical / Protestant,Atlantida,Poorer,-62223,0,,,,,,,
39 51  2,0,25,Catholic,Atlantida,Poorest,-126660,0,,,,,,,
39 81  2,3,36,Evangelical / Protestant,Atlantida,Poorest,-125141,0,,,,,,,
39101  2,0,48,Catholic,Atlantida,Poorer,-81631,0,,,,,,,
39121  1,3,45,Evangelical / Protestant,Atlantida,Poorer,-83117,0,,,,,,,
39131  2,4,32,Evangelical / Protestant,Atlantida,Poorer,-65740,0,,,,,,,
39151  2,8,21,Evangelical / Protestant,Atlantida,Poorest,-129602,0,,,,,,,
39181  2,6,39,Evangelical / Protestant,Atlantida,Poorest,-114680,0,,,,,,,
39191  2,6,40,Evangelical / Protestant,Atlantida,Poorer,-78947,0,,,,,,,
39201  2,6,23,Evangelical / Protestant,Atlantida,Poorest,-121294,0,,,,,,,
40 11  2,12,28,Evangelical / Protestant,Atlantida,Richest,198754,0,,,,,,,
40 21  2,16,40,Catholic,Atlantida,Richest,164843,0,,,,,,,
40 31  1,16,40,Catholic,Atlantida,Richest,149367,0,,,,,,,
40 41  1,17,41,No religion,Atlantida,Richest,200952,0,,,,,,,
40 51  2,16,41,Evangelical / Protestant,Atlantida,Richest,190348,0,,,,,,,
40 61  2,6,28,Evangelical / Protestant,Atlantida,Richest,133638,0,,,,,,,
40 91  1,12,35,Evangelical / Protestant,Atlantida,Richest,138547,0,,,,,,,
40111  2,14,30,Catholic,Atlantida,Richest,142952,0,,,,,,,
40131  2,15,42,Evangelical / Protestant,Atlantida,Richest,122901,0,,,,,,,
40151  2,16,38,Evangelical / Protestant,Atlantida,Richest,167285,0,,,,,,,
40171  2,6,24,No religion,Atlantida,Poorer,-70160,0,,,,,,,
40191  2,0,35,Evangelical / Protestant,Atlantida,Poorer,-79276,0,,,,,,,
41 11  2,4,24,Evangelical / Protestant,Atlantida,Middle,-2987,0,,,,,,,
41 21  2,3,28,Evangelical / Protestant,Atlantida,Poorer,-67756,0,,,,,,,
41 31  2,4,35,Evangelical / Protestant,Atlantida,Middle,431,0,,,,,,,
41 41  1,0,48,Catholic,Atlantida,Poorest,-98744,0,,,,,,,
41 51  2,0,33,Catholic,Atlantida,Poorest,-93154,0,,,,,,,
41 61  2,6,23,Catholic,Atlantida,Middle,4925,0,,,,,,,
41 81  4,6,19,Catholic,Atlantida,Poorer,-81666,0,,,,,,,
41 91  2,6,32,Catholic,Atlantida,Middle,-753,0,,,,,,,
41101  2,6,26,Catholic,Atlantida,Poorer,-68730,0,,,,,,,
41111  2,12,27,Catholic,Atlantida,Poorer,-49226,0,,,,,,,
41121  4,2,24,No religion,Atlantida,Poorer,-75731,0,,,,,,,
41141  2,3,44,Catholic,Atlantida,Poorer,-73611,0,,,,,,,
41161  2,8,44,Evangelical / Protestant,Atlantida,Richest,178758,0,,,,,,,
41161  6,9,18,Catholic,Atlantida,Richest,178758,0,,,,,,,
41171  2,6,30,Evangelical / Protestant,Atlantida,Middle,10288,0,,,,,,,
41191  2,4,44,Evangelical / Protestant,Atlantida,Poorest,-103719,0,,,,,,,
41201  2,7,19,Evangelical / Protestant,Atlantida,Poorer,-84874,0,,,,,,,
42 21  2,0,42,Evangelical / Protestant,Atlantida,Poorer,-43886,0,,,,,,,
42 21  4,7,17,Evangelical / Protestant,Atlantida,Poorer,-43886,0,,,,,,,
42 22  2,5,21,Catholic,Atlantida,Middle,10420,0,,,,,,,
42 51  2,7,35,Evangelical / Protestant,Atlantida,Middle,-3202,0,,,,,,,
42 71  2,1,40,Catholic,Atlantida,Middle,-21791,0,,,,,,,
42 81  4,6,26,No religion,Atlantida,Poorer,-52408,0,,,,,,,
42 91  2,4,29,Evangelical / Protestant,Atlantida,Middle,-26547,0,,,,,,,
42101  2,5,30,Evangelical / Protestant,Atlantida,Middle,-24118,0,,,,,,,
42121  2,6,28,Catholic,Atlantida,Poorest,-98492,0,,,,,,,
42141  2,5,22,Catholic,Atlantida,Poorer,-79534,0,,,,,,,
42161  2,12,24,Catholic,Atlantida,Poorer,-84830,0,,,,,,,
42171  2,2,34,Evangelical / Protestant,Atlantida,Middle,-5592,0,,,,,,,
42181  1,4,21,No religion,Atlantida,Middle,26909,0,,,,,,,
42192  2,3,34,Catholic,Atlantida,Poorer,-64503,0,,,,,,,
42192  7,7,16,Evangelical / Protestant,Atlantida,Poorer,-64503,0,,,,,,,
42201  1,6,18,Catholic,Atlantida,Poorest,-102736,0,,,,,,,
43 31  2,6,42,Evangelical / Protestant,Atlantida,Poorer,-53236,0,,,,,,,
43 41  1,6,33,Evangelical / Protestant,Atlantida,Poorer,-72890,0,,,,,,,
43 51  3,6,26,Evangelical / Protestant,Atlantida,Poorest,-98204,0,,,,,,,
43 62  2,6,20,No religion,Atlantida,Poorest,-99197,0,,,,,,,
43 71  2,10,18,No religion,Atlantida,Poorest,-108526,0,,,,,,,
43 81  5,7,34,No religion,Atlantida,Poorer,-48961,0,,,,,,,
43101  2,7,31,Catholic,Atlantida,Middle,17771,0,,,,,,,
43111  1,6,49,Catholic,Atlantida,Poorer,-38177,0,,,,,,,
43121  2,6,27,Evangelical / Protestant,Atlantida,Poorest,-101240,0,,,,,,,
43131  1,0,42,Evangelical / Protestant,Atlantida,Poorest,-127253,0,,,,,,,
43151  5,6,33,Catholic,Atlantida,Middle,-22113,0,,,,,,,
43161  2,6,28,Evangelical / Protestant,Atlantida,Middle,33093,0,,,,,,,
43181  3,12,30,Catholic,Atlantida,Middle,-16854,0,,,,,,,
43201  2,6,42,Catholic,Atlantida,Poorer,-34128,0,,,,,,,
43201  3,0,15,Catholic,Atlantida,Poorer,-34128,0,,,,,,,
44 11  2,6,30,Evangelical / Protestant,Atlantida,Middle,-25837,0,,,,,,,
44 31  2,5,21,Evangelical / Protestant,Atlantida,Middle,-2074,0,,,,,,,
44 61  2,1,27,Evangelical / Protestant,Atlantida,Middle,18062,0,,,,,,,
44 81  2,6,31,No religion,Atlantida,Middle,-4716,0,,,,,,,
44 91  2,2,31,Evangelical / Protestant,Atlantida,Middle,3740,0,,,,,,,
44101  1,2,42,No religion,Atlantida,Middle,12331,0,,,,,,,
44111  2,8,25,Evangelical / Protestant,Atlantida,Richer,70742,0,,,,,,,
44121  1,14,42,Evangelical / Protestant,Atlantida,Richer,111085,0,,,,,,,
44131  2,3,42,Evangelical / Protestant,Atlantida,Richer,49008,0,,,,,,,
44141  2,6,30,No religion,Atlantida,Richer,66726,0,,,,,,,
44151  2,5,43,Evangelical / Protestant,Atlantida,Middle,45739,0,,,,,,,
44171  2,6,39,Evangelical / Protestant,Atlantida,Middle,-6057,0,,,,,,,
44171  5,12,19,Evangelical / Protestant,Atlantida,Middle,-6057,0,,,,,,,
44181  2,6,40,Catholic,Atlantida,Middle,-18066,0,,,,,,,
44191  2,6,33,Evangelical / Protestant,Atlantida,Poorer,-72131,0,,,,,,,
45 21  2,6,17,Evangelical / Protestant,Atlantida,Poorer,-72150,0,,,,,,,
45 31  2,5,43,Evangelical / Protestant,Atlantida,Middle,8278,0,,,,,,,
45 31  6,6,23,Evangelical / Protestant,Atlantida,Middle,8278,0,,,,,,,
45 41  2,6,25,No religion,Atlantida,Poorer,-77345,0,,,,,,,
45 61  2,2,44,Evangelical / Protestant,Atlantida,Poorer,-85373,0,,,,,,,
45 71  3,6,36,No religion,Atlantida,Poorest,-96026,0,,,,,,,
45 91  2,4,40,Evangelical / Protestant,Atlantida,Poorer,-90514,0,,,,,,,
45112  2,3,19,No religion,Atlantida,Poorest,-120370,0,,,,,,,
45121  2,3,27,Evangelical / Protestant,Atlantida,Poorer,-79741,0,,,,,,,
45131  2,0,44,Evangelical / Protestant,Atlantida,Poorest,-122081,0,,,,,,,
45141  2,9,39,Evangelical / Protestant,Atlantida,Poorest,-124478,0,,,,,,,
45151  2,6,30,Evangelical / Protestant,Atlantida,Poorest,-115749,0,,,,,,,
46 21  5,6,32,Evangelical / Protestant,Atlantida,Poorer,-43319,0,,,,,,,
46 61  2,9,17,No religion,Atlantida,Poorer,-42617,0,,,,,,,
46 71  2,6,37,Catholic,Atlantida,Poorest,-93163,0,,,,,,,
46 81  5,12,31,Catholic,Atlantida,Richest,125692,0,,,,,,,
46 91  2,6,41,Evangelical / Protestant,Atlantida,Middle,27603,0,,,,,,,
46 91  6,6,32,Evangelical / Protestant,Atlantida,Middle,27603,0,,,,,,,
46111  2,7,41,Evangelical / Protestant,Atlantida,Richer,66067,0,,,,,,,
46131  2,6,30,Evangelical / Protestant,Atlantida,Poorer,-55658,0,,,,,,,
46141  2,6,22,Evangelical / Protestant,Atlantida,Middle,-14988,0,,,,,,,
46151  1,6,48,Catholic,Atlantida,Middle,-14098,0,,,,,,,
46151  4,11,27,Catholic,Atlantida,Middle,-14098,0,,,,,,,
46161  4,8,25,Catholic,Atlantida,Middle,9195,0,,,,,,,
46171  2,4,44,Catholic,Atlantida,Richer,108643,0,,,,,,,
46181  2,4,48,Catholic,Atlantida,Poorer,-73927,0,,,,,,,
46201  2,9,38,Evangelical / Protestant,Atlantida,Richer,95322,0,,,,,,,
46201  5,8,15,Evangelical / Protestant,Atlantida,Richer,95322,0,,,,,,,
47 31  2,1,28,Catholic,Atlantida,Poorest,-144256,0,,,,,,,
47 41  2,0,42,Evangelical / Protestant,Atlantida,Poorest,-133817,0,,,,,,,
47 81  2,5,35,No religion,Atlantida,Poorer,-82923,0,,,,,,,
47 91  2,0,21,Catholic,Atlantida,Poorer,-78165,0,,,,,,,
47101  2,3,31,Catholic,Atlantida,Poorest,-106008,0,,,,,,,
47121  2,0,30,Evangelical / Protestant,Atlantida,Poorest,-124388,0,,,,,,,
47131  3,4,35,Evangelical / Protestant,Atlantida,Middle,-24560,0,,,,,,,
47131  7,10,19,Evangelical / Protestant,Atlantida,Middle,-24560,0,,,,,,,
47141  2,3,25,Catholic,Atlantida,Poorer,-78048,0,,,,,,,
47151  2,6,26,Catholic,Atlantida,Poorer,-72485,0,,,,,,,
47191  2,1,46,Catholic,Atlantida,Poorest,-100274,0,,,,,,,
48 21  2,9,44,Evangelical / Protestant,Atlantida,Richer,71985,0,,,,,,,
48 31  2,6,26,Evangelical / Protestant,Atlantida,Richer,97260,0,,,,,,,
48 41  1,6,30,Evangelical / Protestant,Atlantida,Richer,87247,0,,,,,,,
48 51  2,6,34,Evangelical / Protestant,Atlantida,Richest,144716,0,,,,,,,
48 61  2,11,29,Catholic,Atlantida,Richer,98056,0,,,,,,,
48 71  2,12,21,Other,Atlantida,Middle,40179,0,,,,,,,
48 81  1,6,29,Evangelical / Protestant,Atlantida,Richer,67910,0,,,,,,,
48101  2,6,45,Evangelical / Protestant,Atlantida,Middle,23643,0,,,,,,,
48111  2,7,31,Evangelical / Protestant,Atlantida,Richer,111178,0,,,,,,,
48131  4,6,20,Evangelical / Protestant,Atlantida,Middle,10640,0,,,,,,,
48141  2,6,43,Evangelical / Protestant,Atlantida,Richer,73186,0,,,,,,,
48151  2,9,29,No religion,Atlantida,Richer,83130,0,,,,,,,
48171  2,7,32,Catholic,Atlantida,Richest,139395,0,,,,,,,
48191  2,6,46,No religion,Atlantida,Poorer,-48200,0,,,,,,,
48191  5,6,15,No religion,Atlantida,Poorer,-48200,0,,,,,,,
48201  1,12,24,Catholic,Atlantida,Richer,70509,0,,,,,,,
48201  5,6,44,Catholic,Atlantida,Richer,70509,0,,,,,,,
49 11  2,6,29,Catholic,Atlantida,Middle,13409,0,,,,,,,
49 21  2,4,21,Evangelical / Protestant,Atlantida,Poorer,-77009,0,,,,,,,
49 41  1,6,43,Evangelical / Protestant,Atlantida,Poorer,-84634,0,,,,,,,
49 51  2,6,26,Evangelical / Protestant,Atlantida,Poorer,-79114,0,,,,,,,
49 61  2,2,36,Evangelical / Protestant,Atlantida,Middle,-20562,0,,,,,,,
49 71  2,4,34,Catholic,Atlantida,Poorest,-104783,0,,,,,,,
49 81  2,6,21,No religion,Atlantida,Poorer,-46776,0,,,,,,,
49 91  2,5,26,Catholic,Atlantida,Poorer,-85834,0,,,,,,,
49111  1,0,49,Catholic,Atlantida,Poorest,-128443,0,,,,,,,
49131  2,1,39,Catholic,Atlantida,Poorer,-75449,0,,,,,,,
49141  2,6,28,No religion,Atlantida,Poorest,-121521,0,,,,,,,
49151  2,2,38,Evangelical / Protestant,Atlantida,Poorer,-63113,0,,,,,,,
49171  2,6,22,Catholic,Atlantida,Poorer,-67559,0,,,,,,,
49191  2,6,29,Evangelical / Protestant,Atlantida,Middle,37143,0,,,,,,,
50 11  5,6,18,Catholic,Atlantida,Poorer,-79898,0,,,,,,,
50 21  2,6,23,No religion,Atlantida,Poorer,-81691,0,,,,,,,
50 41  2,12,35,No religion,Atlantida,Poorer,-50688,0,,,,,,,
50 51  2,5,42,Evangelical / Protestant,Atlantida,Poorer,-89348,0,,,,,,,
50 81  1,4,34,Evangelical / Protestant,Atlantida,Poorest,-105529,0,,,,,,,
50 91  2,6,20,No religion,Atlantida,Poorer,-80149,0,,,,,,,
50101  2,4,44,Evangelical / Protestant,Atlantida,Poorer,-57327,0,,,,,,,
50101  3,6,26,No religion,Atlantida,Poorer,-57327,0,,,,,,,
50101  4,7,20,Evangelical / Protestant,Atlantida,Poorer,-57327,0,,,,,,,
50111  2,6,36,Catholic,Atlantida,Poorer,-87429,0,,,,,,,
50121  2,3,26,Evangelical / Protestant,Atlantida,Poorest,-106567,0,,,,,,,
50131  4,6,19,No religion,Atlantida,Poorest,-102527,0,,,,,,,
50141  1,6,32,Evangelical / Protestant,Atlantida,Poorest,-116840,0,,,,,,,
50151  2,0,26,No religion,Atlantida,Poorer,-74743,0,,,,,,,
50161  2,2,37,Catholic,Atlantida,Poorer,-48072,0,,,,,,,
50161  7,4,16,No religion,Atlantida,Poorer,-48072,0,,,,,,,
50201  2,5,32,Evangelical / Protestant,Atlantida,Middle,7102,0,,,,,,,
51 11  4,6,24,Evangelical / Protestant,Atlantida,Middle,4477,0,,,,,,,
51 11  9,9,19,Evangelical / Protestant,Atlantida,Middle,4477,0,,,,,,,
51 31  1,8,36,Evangelical / Protestant,Atlantida,Richer,53513,0,,,,,,,
51 41  5,5,19,Evangelical / Protestant,Atlantida,Poorer,-37124,0,,,,,,,
51 51  2,8,18,Evangelical / Protestant,Atlantida,Middle,29840,0,,,,,,,
51 61  2,6,25,Evangelical / Protestant,Atlantida,Middle,26279,0,,,,,,,
51 91  2,6,44,Evangelical / Protestant,Atlantida,Middle,-14054,0,,,,,,,
51131  4,15,19,Evangelical / Protestant,Atlantida,Poorest,-94322,0,,,,,,,
51151  2,5,30,Evangelical / Protestant,Atlantida,Poorest,-112425,0,,,,,,,
51171  2,0,32,Catholic,Atlantida,Poorest,-103280,0,,,,,,,
51191  2,2,36,Evangelical / Protestant,Atlantida,Poorer,-72612,0,,,,,,,
51201  2,1,41,Catholic,Atlantida,Poorer,-40530,0,,,,,,,
52 11  2,0,26,No religion,Atlantida,Poorer,-82021,0,,,,,,,
52 21  2,2,46,Evangelical / Protestant,Atlantida,Richer,59000,0,,,,,,,
52 41  2,11,29,Evangelical / Protestant,Atlantida,Poorer,-55305,0,,,,,,,
52 51  2,6,49,Evangelical / Protestant,Atlantida,Middle,-29642,0,,,,,,,
52 61  2,14,42,Evangelical / Protestant,Atlantida,Richest,124887,0,,,,,,,
52 71  2,6,36,Evangelical / Protestant,Atlantida,Middle,-18188,0,,,,,,,
52 91  2,3,37,Evangelical / Protestant,Atlantida,Poorest,-103606,0,,,,,,,
52111  1,6,43,Evangelical / Protestant,Atlantida,Poorer,-78219,0,,,,,,,
52131  2,6,26,Evangelical / Protestant,Atlantida,Middle,-21643,0,,,,,,,
52141  1,0,46,Evangelical / Protestant,Atlantida,Poorer,-49672,0,,,,,,,
52141  4,12,25,Catholic,Atlantida,Poorer,-49672,0,,,,,,,
52161  2,3,28,Evangelical / Protestant,Atlantida,Richer,53766,0,,,,,,,
52171  2,6,39,Catholic,Atlantida,Middle,-2455,0,,,,,,,
52201  2,0,31,Evangelical / Protestant,Atlantida,Poorer,-69581,0,,,,,,,
53 11  2,3,28,Catholic,Atlantida,Poorer,-60762,0,,,,,,,
53 21  1,1,22,Evangelical / Protestant,Atlantida,Middle,-18491,0,,,,,,,
53 41  2,6,27,No religion,Atlantida,Poorer,-74552,0,,,,,,,
53 61  2,12,32,Catholic,Atlantida,Richer,55600,0,,,,,,,
53 91  2,6,45,Catholic,Atlantida,Middle,30452,0,,,,,,,
53 91  5,12,26,Catholic,Atlantida,Middle,30452,0,,,,,,,
53111  8,12,32,Catholic,Atlantida,Richer,85100,0,,,,,,,
53121  2,6,21,No religion,Atlantida,Poorer,-67979,0,,,,,,,
53131  2,4,39,Evangelical / Protestant,Atlantida,Middle,-26779,0,,,,,,,
53151  2,6,20,No religion,Atlantida,Middle,-1944,0,,,,,,,
53171  2,12,39,Evangelical / Protestant,Atlantida,Richest,137334,0,,,,,,,
53181  2,7,22,Evangelical / Protestant,Atlantida,Richer,87510,0,,,,,,,
54 11  4,12,37,Evangelical / Protestant,Atlantida,Richest,123665,0,,,,,,,
54 21  2,9,26,Evangelical / Protestant,Atlantida,Middle,12812,0,,,,,,,
54 41  2,6,27,Catholic,Atlantida,Richer,87496,0,,,,,,,
54 61  2,5,36,Catholic,Atlantida,Poorer,-61864,0,,,,,,,
54 71  2,2,46,Evangelical / Protestant,Atlantida,Poorer,-40295,0,,,,,,,
54111  4,3,16,Catholic,Atlantida,Poorer,-42667,0,,,,,,,
54121  3,6,28,Catholic,Atlantida,Middle,6530,0,,,,,,,
54141  2,6,38,Catholic,Atlantida,Middle,17962,0,,,,,,,
